'자전거번호','대여일시','대여대여소번호','대여거치대','반납일시','반납대여소번호','반납거치대','이용시간(분)','이용거리(M)'
'SPB-03403','2018-04-05 06:53:25','342',1,'2018-04-05 07:26:19','342',2,32,700
'SPB-10700','2018-04-05 06:53:32','165',15,'2018-04-05 07:01:29','415',9,8,2340
'SPB-12212','2018-04-05 06:53:58','1139',3,'2018-04-05 07:16:51','247',1,22,3740
'SPB-03749','2018-04-05 07:20:10','115',1,'2018-04-05 08:48:30','114',2,87,1310
'SPB-10420','2018-04-05 07:24:23','402',16,'2018-04-05 07:35:01','410',6,9,1450
'SPB-04424','2018-04-05 07:24:58','529',15,'2018-04-05 07:33:00','594',15,7,870
'SPB-01212','2018-04-05 07:26:44','337',3,'2018-04-05 09:11:16','359',5,104,2650
'SPB-03403','2018-04-05 07:27:15','342',2,'2018-04-05 09:14:28','342',4,106,2880
'SPB-15647','2018-04-05 07:28:25','2249',4,'2018-04-05 07:32:58','2248',2,4,750
'SPB-10916','2018-04-05 07:28:37','1404',9,'2018-04-05 07:32:23','1455',10,3,540
'SPB-08125','2018-04-05 07:30:12','932',2,'2018-04-05 07:46:43','921',10,15,2190
'SPB-05544','2018-04-05 07:30:41','1321',7,'2018-04-05 08:51:50','351',5,80,9980
'SPB-00319','2018-04-05 07:38:25','2326',1,'2018-04-05 07:45:50','2319',1,4,750
'SPB-02998','2018-04-05 07:38:46','310',6,'2018-04-05 07:42:19','312',3,3,540
'SPB-12701','2018-04-05 07:39:27','2341',5,'2018-04-05 08:03:29','1243',16,22,5020
'SPB-16060','2018-04-05 07:41:00','1010',10,'2018-04-05 07:50:13','1020',3,8,1840
'SPB-06114','2018-04-05 07:41:07','529',4,'2018-04-05 07:45:48','594',8,4,880
'SPB-09878','2018-04-05 07:41:56','1616',1,'2018-04-05 08:52:46','1616',3,64,3050
'SPB-06323','2018-04-05 07:42:39','585',7,'2018-04-05 07:48:31','589',6,5,920
'SPB-14155','2018-04-05 07:42:51','207',12,'2018-04-05 07:47:15','217',1,4,940
'SPB-13745','2018-04-05 07:43:17','258',6,'2018-04-05 07:49:53','213',15,6,920
'SPB-00636','2018-04-05 07:43:18','1904',8,'2018-04-05 07:52:02','262',8,8,1340
'SPB-01552','2018-04-05 07:43:44','207',16,'2018-04-05 07:46:47','216',9,2,590
'SPB-15426','2018-04-05 07:45:21','362',5,'2018-04-05 07:50:27','383',17,4,1200
'SPB-15544','2018-04-05 07:46:24','185',1,'2018-04-05 07:54:08','146',2,6,1360
'SPB-05041','2018-04-05 07:46:46','126',19,'2018-04-05 07:56:32','185',11,9,1450
'SPB-08324','2018-04-05 07:47:08','826',9,'2018-04-05 08:02:42','826',20,14,550
'SPB-14442','2018-04-05 07:47:12','344',8,'2018-04-05 07:51:20','345',2,3,560
'SPB-04036','2018-04-05 07:47:45','573',3,'2018-04-05 07:53:40','584',14,5,1200
'SPB-15523','2018-04-05 07:49:16','417',20,'2018-04-05 07:55:28','412',2,5,113030
'SPB-10832','2018-04-05 07:52:09','138',2,'2018-04-05 07:55:51','140',20,3,510
'SPB-12248','2018-04-05 07:54:09','2230',18,'2018-04-05 07:58:22','2222',4,4,920
'SPB-12281','2018-04-05 07:55:24','400',4,'2018-04-05 08:08:27','414',5,12,2020
'SPB-06745','2018-04-05 07:56:07','505',8,'2018-04-05 09:37:56','504',1,101,1260
'SPB-02276','2018-04-05 07:57:07','1928',3,'2018-04-05 08:14:56','1805',10,17,3020
'SPB-02511','2018-04-05 07:57:11','139',2,'2018-04-05 08:00:16','128',2,2,710
'SPB-08050','2018-04-05 07:57:44','1351',8,'2018-04-05 08:12:16','557',9,13,1030
'SPB-05092','2018-04-05 07:57:46','183',1,'2018-04-05 08:05:30','113',22,7,1110
'SPB-11639','2018-04-05 07:59:12','182',2,'2018-04-05 08:06:36','106',2,7,1030
'SPB-12612','2018-04-05 07:59:36','184',3,'2018-04-05 08:09:20','418',4,9,1370
'SPB-06087','2018-04-05 07:59:44','388',3,'2018-04-05 08:11:57','328',1,11,2890
'SPB-06624','2018-04-05 08:00:45','2337',1,'2018-04-05 08:10:28','2323',10,9,1320
'SPB-12434','2018-04-05 08:02:06','1421',4,'2018-04-05 08:15:28','1449',9,12,2920
'SPB-07497','2018-04-05 08:02:15','129',15,'2018-04-05 08:05:47','125',3,3,680
'SPB-09162','2018-04-05 08:02:52','116',5,'2018-04-05 08:07:13','113',2,4,790
'SPB-10793','2018-04-05 08:02:57','413',8,'2018-04-05 08:06:32','422',13,3,600
'SPB-14983','2018-04-05 08:04:09','2048',8,'2018-04-05 08:09:40','2032',1,5,1030
'SPB-10181','2018-04-05 08:04:18','348',14,'2018-04-05 08:17:51','377',2,12,2080
'SPB-02026','2018-04-05 08:04:41','904',18,'2018-04-05 08:16:35','905',5,11,2010
'SPB-03910','2018-04-05 08:05:46','1264',1,'2018-04-05 08:14:06','1024',9,8,1290
'SPB-04173','2018-04-05 08:08:06','1520',6,'2018-04-05 08:11:19','1535',4,2,480
'SPB-14949','2018-04-05 08:08:54','164',7,'2018-04-05 08:19:08','113',3,9,2750
'SPB-01398','2018-04-05 08:09:36','1422',9,'2018-04-05 08:13:20','1441',14,2,590
'SPB-08449','2018-04-05 08:10:58','127',15,'2018-04-05 08:19:50','119',6,8,1000
'SPB-03781','2018-04-05 08:11:06','2141',5,'2018-04-05 08:25:49','2128',1,14,2320
'SPB-10793','2018-04-05 08:11:20','422',13,'2018-04-05 08:14:38','418',1,3,450
'SPB-01278','2018-04-05 08:11:54','582',8,'2018-04-05 08:21:02','514',7,8,1610
'SPB-04781','2018-04-05 08:13:18','124',19,'2018-04-05 08:18:46','129',15,5,490
'SPB-12587','2018-04-05 08:13:26','166',5,'2018-04-05 08:17:05','179',5,3,710
'SPB-10657','2018-04-05 08:13:44','1220',6,'2018-04-05 08:20:06','1224',5,5,910
'SPB-08404','2018-04-05 08:13:52','1611',20,'2018-04-05 08:17:45','1608',9,3,780
'SPB-16199','2018-04-05 08:13:55','300',1,'2018-04-05 08:17:56','309',11,3,730
'SPB-08350','2018-04-05 08:13:57','1114',11,'2018-04-05 08:17:29','1112',5,3,660
'SPB-12501','2018-04-05 08:13:58','176',10,'2018-04-05 08:27:40','113',4,13,2900
'SPB-11207','2018-04-05 08:15:02','901',8,'2018-04-05 08:18:14','907',8,3,700
'SPB-12586','2018-04-05 08:15:10','1137',1,'2018-04-05 08:21:43','1132',8,6,910
'SPB-11262','2018-04-05 08:15:36','2102',1,'2018-04-05 08:32:01','1911',1,15,2250
'SPB-11757','2018-04-05 08:16:00','133',12,'2018-04-05 08:40:12','113',7,23,4580
'SPB-10700','2018-04-05 08:16:24','415',9,'2018-04-05 08:21:26','408',1,5,25160
'SPB-06323','2018-04-05 08:16:38','589',6,'2018-04-05 08:23:16','578',5,6,1080
'SPB-13950','2018-04-05 08:16:39','160',10,'2018-04-05 08:27:46','370',1,10,1840
'SPB-07572','2018-04-05 08:16:43','1924',9,'2018-04-05 08:21:51','1911',10,4,890
'SPB-10898','2018-04-05 08:16:55','340',7,'2018-04-05 08:36:38','304',2,19,3910
'SPB-13839','2018-04-05 08:17:03','2140',2,'2018-04-05 08:29:37','1911',6,12,3640
'SPB-13934','2018-04-05 08:17:55','3102',10,'2018-04-05 08:25:03','115',7,6,1320
'SPB-13737','2018-04-05 08:18:38','327',10,'2018-04-05 08:28:52','303',8,9,1380
'SPB-14092','2018-04-05 08:19:14','117',10,'2018-04-05 08:31:59','155',3,12,4190
'SPB-15475','2018-04-05 08:19:18','110',5,'2018-04-05 08:36:43','117',15,17,4040
'SPB-06519','2018-04-05 08:19:25','303',5,'2018-04-05 08:24:44','316',1,4,730
'SPB-14027','2018-04-05 08:19:32','133',8,'2018-04-05 08:25:13','415',1,5,1600
'SPB-08730','2018-04-05 08:19:35','3102',9,'2018-04-05 08:24:47','113',25,4,1320
'SPB-13990','2018-04-05 08:19:36','1661',9,'2018-04-05 08:32:04','1655',15,12,3180
'SPB-15316','2018-04-05 08:19:56','630',9,'2018-04-05 08:27:26','633',3,7,900
'SPB-02804','2018-04-05 08:20:51','216',3,'2018-04-05 08:26:14','211',1,5,1020
'SPB-15784','2018-04-05 08:21:38','574',3,'2018-04-05 08:38:50','578',2,16,3480
'SPB-02460','2018-04-05 08:21:56','178',9,'2018-04-05 08:33:13','409',1,10,2360
'SPB-14674','2018-04-05 08:21:57','386',4,'2018-04-05 08:30:41','356',14,8,1960
'SPB-06407','2018-04-05 08:22:31','253',8,'2018-04-05 08:30:39','241',3,7,1430
'SPB-15340','2018-04-05 08:22:35','302',10,'2018-04-05 08:29:34','451',12,6,1460
'SPB-08700','2018-04-05 08:23:44','930',4,'2018-04-05 08:37:00','194',8,12,2880
'SPB-15722','2018-04-05 08:24:02','1404',8,'2018-04-05 08:35:47','634',1,11,2260
'SPB-05031','2018-04-05 08:24:18','221',1,'2018-04-05 08:32:58','225',26,8,1010
'SPB-06529','2018-04-05 08:24:30','1601',5,'2018-04-05 08:30:57','1340',4,6,1220
'SPB-12374','2018-04-05 08:24:51','232',13,'2018-04-05 08:51:46','205',1,25,3470
'SPB-11846','2018-04-05 08:25:03','386',1,'2018-04-05 08:33:34','359',2,8,1910
'SPB-10880','2018-04-05 08:25:04','195',7,'2018-04-05 08:33:22','113',6,7,1170
'SPB-02524','2018-04-05 08:25:25','1637',3,'2018-04-05 08:31:47','1636',10,6,890
'SPB-08350','2018-04-05 08:25:35','1112',5,'2018-04-05 08:30:30','1149',7,4,790
'SPB-11079','2018-04-05 08:26:17','503',6,'2018-04-05 08:34:04','514',6,7,1430
'SPB-08589','2018-04-05 08:26:32','1146',1,'2018-04-05 08:47:12','723',9,19,3820
'SPB-11473','2018-04-05 08:26:33','2224',1,'2018-04-05 08:28:55','2222',2,2,390
'SPB-14027','2018-04-05 08:26:33','415',1,'2018-04-05 08:34:41','408',9,7,1740
'SPB-02336','2018-04-05 08:26:54','548',1,'2018-04-05 08:29:38','502',8,2,760
'SPB-04807','2018-04-05 08:27:07','2301',7,'2018-04-05 08:30:42','2362',1,3,830
'SPB-12871','2018-04-05 08:27:15','1321',10,'2018-04-05 08:35:58','637',1,8,830
'SPB-13624','2018-04-05 08:27:34','546',7,'2018-04-05 08:34:59','504',4,7,1060
'SPB-15009','2018-04-05 08:27:41','1320',8,'2018-04-05 08:52:59','346',2,24,4840
'SPB-07959','2018-04-05 08:27:45','353',5,'2018-04-05 08:40:46','355',2,12,1440
'SPB-13536','2018-04-05 08:28:13','159',7,'2018-04-05 08:31:30','140',18,2,850
'SPB-12893','2018-04-05 08:28:19','183',4,'2018-04-05 08:46:52','172',8,16,2070
'SPB-01266','2018-04-05 08:28:25','188',3,'2018-04-05 08:51:50','421',5,23,5200
'SPB-02443','2018-04-05 08:28:26','1222',5,'2018-04-05 08:44:07','2317',10,15,3060
'SPB-15452','2018-04-05 08:28:45','1438',14,'2018-04-05 08:35:45','1421',19,6,1090
'SPB-07584','2018-04-05 08:29:18','501',14,'2018-04-05 08:39:22','589',8,9,1570
'SPB-15926','2018-04-05 08:29:26','720',1,'2018-04-05 08:49:13','716',14,19,3550
'SPB-10876','2018-04-05 08:29:29','168',16,'2018-04-05 08:41:06','114',7,11,2440
'SPB-08082','2018-04-05 08:29:41','1326',4,'2018-04-05 08:47:03','1351',7,16,3680
'SPB-06276','2018-04-05 08:29:56','1303',4,'2018-04-05 08:37:18','340',2,7,1400
'SPB-14936','2018-04-05 08:30:15','1140',8,'2018-04-05 08:52:13','1925',8,21,4090
'SPB-15610','2018-04-05 08:30:28','548',20,'2018-04-05 08:36:35','502',3,5,940
'SPB-13196','2018-04-05 08:30:41','175',2,'2018-04-05 08:45:05','153',3,13,2330
'SPB-04948','2018-04-05 08:30:42','548',19,'2018-04-05 08:36:33','502',6,5,950
'SPB-08802','2018-04-05 08:30:45','122',8,'2018-04-05 08:42:01','201',14,10,2760
'SPB-03964','2018-04-05 08:31:05','2013',6,'2018-04-05 09:01:08','2013',15,29,2110
'SPB-02998','2018-04-05 08:31:11','312',3,'2018-04-05 08:34:46','308',4,3,980
'SPB-15647','2018-04-05 08:31:19','2248',2,'2018-04-05 08:44:30','2276',15,12,2910
'SPB-06122','2018-04-05 08:31:30','571',2,'2018-04-05 08:36:36','3509',18,4,700
'SPB-12453','2018-04-05 08:31:31','1448',14,'2018-04-05 08:33:38','1455',2,2,410
'SPB-05697','2018-04-05 08:31:35','530',3,'2018-04-05 08:39:25','361',2,7,1710
'SPB-13607','2018-04-05 08:31:43','400',11,'2018-04-05 08:45:26','412',20,13,2090
'SPB-15031','2018-04-05 08:31:54','116',2,'2018-04-05 09:00:50','229',1,28,5320
'SPB-15684','2018-04-05 08:32:03','900',2,'2018-04-05 08:37:50','917',9,5,940
'SPB-07769','2018-04-05 08:32:09','923',4,'2018-04-05 08:36:01','927',9,3,600
'SPB-13281','2018-04-05 08:32:09','3505',7,'2018-04-05 08:47:48','513',8,15,2490
'SPB-02991','2018-04-05 08:32:21','364',6,'2018-04-05 08:38:43','363',3,6,1360
'SPB-05613','2018-04-05 08:32:30','529',2,'2018-04-05 08:48:34','중랑센터',6,13,1180
'SPB-12113','2018-04-05 08:32:36','356',1,'2018-04-05 09:38:23','322',7,61,3670
'SPB-04960','2018-04-05 08:32:49','122',5,'2018-04-05 08:43:33','156',10,10,2050
'SPB-06114','2018-04-05 08:33:28','594',8,'2018-04-05 08:37:55','526',5,4,850
'SPB-05691','2018-04-05 08:33:55','242',1,'2018-04-05 08:51:15','201',12,17,3300
'SPB-05051','2018-04-05 08:34:17','1213',8,'2018-04-05 08:45:01','1203',5,10,2190
'SPB-15226','2018-04-05 08:34:36','386',6,'2018-04-05 08:43:29','341',5,8,1150
'SPB-11471','2018-04-05 08:34:37','581',13,'2018-04-05 08:52:06','627',6,16,3070
'SPB-06351','2018-04-05 08:35:00','3511',2,'2018-04-05 08:47:19','513',1,12,2290
'SPB-08338','2018-04-05 08:35:05','1343',6,'2018-04-05 08:44:07','358',7,8,870
'SPB-11998','2018-04-05 08:35:09','175',14,'2018-04-05 08:49:14','164',7,13,2290
'SPB-15929','2018-04-05 08:35:37','1017',4,'2018-04-05 08:43:05','1011',1,7,1040
'SPB-04545','2018-04-05 08:35:40','1235',8,'2018-04-05 08:42:48','1221',9,6,880
'SPB-08449','2018-04-05 08:36:03','119',6,'2018-04-05 08:38:39','118',7,2,250
'SPB-11600','2018-04-05 08:36:37','602',2,'2018-04-05 08:48:52','600',1,11,2110
'SPB-05802','2018-04-05 08:36:43','1020',13,'2018-04-05 08:48:10','1010',17,11,1790
'SPB-15377','2018-04-05 08:36:44','122',4,'2018-04-05 08:47:47','134',6,10,1520
'SPB-12222','2018-04-05 08:36:47','583',9,'2018-04-05 08:44:49','601',6,7,790
'SPB-03379','2018-04-05 08:37:05','344',7,'2018-04-05 08:54:24','173',2,16,4400
'SPB-06158','2018-04-05 08:37:16','238',4,'2018-04-05 08:43:56','204',3,6,1580
'SPB-04370','2018-04-05 08:37:29','238',10,'2018-04-05 08:40:14','239',6,2,200
'SPB-06289','2018-04-05 08:37:48','1666',6,'2018-04-05 09:12:08','1682',12,33,5970
'SPB-13667','2018-04-05 08:38:01','815',7,'2018-04-05 09:04:02','225',1,25,6940
'SPB-08358','2018-04-05 08:38:05','581',8,'2018-04-05 08:42:51','529',2,4,790
'SPB-13986','2018-04-05 08:38:27','1602',10,'2018-04-05 08:51:47','1611',20,12,2170
'SPB-01231','2018-04-05 08:38:31','562',5,'2018-04-05 08:45:15','578',4,6,1690
'SPB-01278','2018-04-05 08:39:03','514',7,'2018-04-05 08:46:11','509',15,6,1380
'SPB-09830','2018-04-05 08:39:09','2247',16,'2018-04-05 08:49:27','2273',10,9,2590
'SPB-11643','2018-04-05 08:39:09','160',13,'2018-04-05 08:49:49','143',4,10,1740
'SPB-15639','2018-04-05 08:39:18','2205',4,'2018-04-05 08:43:21','2202',19,3,840
'SPB-08132','2018-04-05 08:39:19','931',5,'2018-04-05 08:49:18','939',14,9,1430
'SPB-06572','2018-04-05 08:39:23','548',17,'2018-04-05 08:44:07','502',12,4,800
'SPB-03329','2018-04-05 08:39:29','828',6,'2018-04-05 08:45:56','827',18,6,1190
'SPB-05075','2018-04-05 08:39:53','2264',9,'2018-04-05 08:44:53','2265',19,4,670
'SPB-01020','2018-04-05 08:39:54','301',16,'2018-04-05 08:43:35','306',5,3,880
'SPB-14104','2018-04-05 08:39:57','1260',5,'2018-04-05 08:53:05','1210',3,12,2410
'SPB-12707','2018-04-05 08:40:09','612',4,'2018-04-05 08:46:42','1308',9,6,860
'SPB-06376','2018-04-05 08:40:12','119',4,'2018-04-05 08:43:55','118',2,3,340
'SPB-09031','2018-04-05 08:40:19','1906',1,'2018-04-05 09:23:09','146',10,39,6650
'SPB-12108','2018-04-05 08:40:20','540',8,'2018-04-05 08:48:33','591',5,7,1490
'SPB-15999','2018-04-05 08:40:50','562',2,'2018-04-05 08:49:56','578',1,8,1820
'SPB-02991','2018-04-05 08:40:54','363',3,'2018-04-05 08:48:26','550',10,7,1790
'SPB-06114','2018-04-05 08:41:39','526',5,'2018-04-05 08:56:13','643',10,14,2170
'SPB-15013','2018-04-05 08:41:39','3519',6,'2018-04-05 08:59:20','602',6,17,3080
'SPB-16232','2018-04-05 08:41:47','573',10,'2018-04-05 08:47:27','571',1,5,1190
'SPB-12765','2018-04-05 08:42:34','183',7,'2018-04-05 08:46:38','113',9,3,940
'SPB-13772','2018-04-05 08:43:11','326',7,'2018-04-05 08:51:37','320',20,8,1510
'SPB-10344','2018-04-05 08:43:13','349',1,'2018-04-05 08:49:51','369',20,6,800
'SPB-04385','2018-04-05 08:43:23','593',4,'2018-04-05 08:47:58','502',15,4,1110
'SPB-08444','2018-04-05 08:43:26','562',9,'2018-04-05 08:50:07','578',7,6,1520
'SPB-09697','2018-04-05 08:43:50','1319',9,'2018-04-05 09:04:57','361',10,20,4590
'SPB-04630','2018-04-05 08:43:51','538',2,'2018-04-05 08:52:02','625',9,7,900
'SPB-08834','2018-04-05 08:44:25','242',12,'2018-04-05 08:50:08','257',5,5,690
'SPB-10085','2018-04-05 08:44:55','834',3,'2018-04-05 08:50:23','800',2,5,1120
'SPB-13893','2018-04-05 08:44:59','274',10,'2018-04-05 08:55:36','202',5,10,2380
'SPB-09349','2018-04-05 08:45:00','1968',4,'2018-04-05 09:33:46','1968',4,47,3370
'SPB-10603','2018-04-05 08:45:15','641',5,'2018-04-05 09:09:44','3519',7,23,2250
'SPB-11994','2018-04-05 08:45:31','1625',13,'2018-04-05 08:51:13','1661',10,5,1310
'SPB-13462','2018-04-05 08:45:50','302',1,'2018-04-05 08:52:46','369',1,6,520
'SPB-05500','2018-04-05 08:46:06','1610',4,'2018-04-05 08:52:58','1643',9,6,900
'SPB-03405','2018-04-05 08:46:21','164',10,'2018-04-05 08:57:53','107',3,11,2830
'SPB-10654','2018-04-05 08:46:29','1231',10,'2018-04-05 09:00:35','2317',1,13,3980
'SPB-13934','2018-04-05 08:46:43','115',7,'2018-04-05 08:54:18','109',8,7,1620
'SPB-05277','2018-04-05 08:47:01','526',1,'2018-04-05 08:55:39','중랑센터',15,7,1260
'SPB-08358','2018-04-05 08:47:02','529',2,'2018-04-05 08:51:24','594',13,4,620
'SPB-09180','2018-04-05 08:47:13','529',5,'2018-04-05 08:51:27','594',10,4,720
'SPB-07935','2018-04-05 08:47:25','102',17,'2018-04-05 08:52:35','107',4,4,530
'SPB-08317','2018-04-05 08:47:34','615',3,'2018-04-05 09:00:41','631',2,12,1710
'SPB-01605','2018-04-05 08:47:44','212',5,'2018-04-05 09:31:13','213',9,43,660
'SPB-14442','2018-04-05 08:47:53','345',2,'2018-04-05 08:52:02','359',3,3,620
'SPB-04169','2018-04-05 08:48:30','642',3,'2018-04-05 08:53:11','624',1,4,750
'SPB-10916','2018-04-05 08:48:40','1455',10,'2018-04-05 08:52:51','1446',3,4,840
'SPB-14025','2018-04-05 08:48:44','342',6,'2018-04-05 08:54:47','344',8,5,1010
'SPB-02289','2018-04-05 08:48:51','351',5,'2018-04-05 08:59:33','302',12,10,1270
'SPB-11734','2018-04-05 08:48:52','105',5,'2018-04-05 08:54:16','109',3,5,630
'SPB-09156','2018-04-05 08:48:55','268',7,'2018-04-05 08:54:18','228',1,5,550
'SPB-06362','2018-04-05 08:49:13','160',12,'2018-04-05 08:51:56','180',1,2,440
'SPB-02804','2018-04-05 08:49:38','211',1,'2018-04-05 08:53:07','205',20,3,650
'SPB-12707','2018-04-05 08:49:45','1308',9,'2018-04-05 08:55:13','363',3,5,1070
'SPB-08798','2018-04-05 08:49:50','713',14,'2018-04-05 08:58:36','1128',2,8,1350
'SPB-15157','2018-04-05 08:50:01','311',1,'2018-04-05 08:55:17','320',15,4,750
'SPB-11508','2018-04-05 08:50:05','564',15,'2018-04-05 08:57:34','373',4,7,930
'SPB-07970','2018-04-05 08:50:28','302',5,'2018-04-05 11:01:37','450',8,124,3050
'SPB-12923','2018-04-05 08:51:06','536',4,'2018-04-05 09:27:12','625',1,33,3230
'SPB-05607','2018-04-05 08:51:11','906',10,'2018-04-05 09:04:29','905',8,12,2620
'SPB-09830','2018-04-05 08:51:14','2273',10,'2018-04-05 08:54:40','2255',18,3,800
'SPB-04036','2018-04-05 08:51:24','584',14,'2018-04-05 08:57:52','563',3,6,970
'SPB-04450','2018-04-05 08:51:47','415',10,'2018-04-05 08:55:26','412',1,3,820
'SPB-16199','2018-04-05 08:52:03','309',11,'2018-04-05 08:55:38','369',12,3,790
'SPB-13950','2018-04-05 08:52:10','370',1,'2018-04-05 08:55:51','311',34,3,580
'SPB-12954','2018-04-05 08:52:30','302',8,'2018-04-05 08:57:45','314',1,5,1010
'SPB-13415','2018-04-05 08:52:48','375',4,'2018-04-05 09:05:42','338',10,12,2650
'SPB-11485','2018-04-05 08:53:13','930',1,'2018-04-05 08:56:28','935',2,3,450
'SPB-03814','2018-04-05 08:53:17','415',7,'2018-04-05 08:58:37','412',19,4,900
'SPB-01684','2018-04-05 08:53:24','1013',4,'2018-04-05 08:56:50','1020',13,3,640
'SPB-06191','2018-04-05 08:53:28','529',6,'2018-04-05 08:57:25','594',1,3,860
'SPB-12955','2018-04-05 08:53:33','530',1,'2018-04-05 08:56:26','550',11,2,510
'SPB-02249','2018-04-05 08:54:24','168',20,'2018-04-05 08:58:39','176',9,3,980
'SPB-09392','2018-04-05 08:54:28','182',9,'2018-04-05 09:06:28','421',3,11,2130
'SPB-08246','2018-04-05 08:54:37','538',7,'2018-04-05 09:47:46','526',1,51,1150
'SPB-14900','2018-04-05 08:54:52','802',9,'2018-04-05 08:57:32','803',7,2,520
'SPB-14120','2018-04-05 08:55:21','1904',7,'2018-04-05 09:08:36','1956',5,12,960
'SPB-06519','2018-04-05 08:55:45','304',5,'2018-04-05 09:02:35','330',10,6,1050
'SPB-16232','2018-04-05 08:56:08','571',1,'2018-04-05 09:05:56','563',8,9,1200
'SPB-02466','2018-04-05 08:56:23','1215',14,'2018-04-05 09:33:30','1271',6,36,2630
'SPB-15215','2018-04-05 08:56:48','2361',4,'2018-04-05 09:04:19','2305',10,7,1170
'SPB-01299','2018-04-05 08:57:17','507',1,'2018-04-05 09:14:50','563',6,17,800
'SPB-13710','2018-04-05 08:57:21','2302',4,'2018-04-05 09:03:49','2303',9,5,770
'SPB-14973','2018-04-05 08:57:51','220',28,'2018-04-05 09:03:10','224',19,4,790
'SPB-12899','2018-04-05 08:58:42','255',2,'2018-04-05 09:06:55','253',8,7,910
'SPB-12600','2018-04-05 08:58:54','136',7,'2018-04-05 09:01:22','129',13,2,400
'SPB-10241','2018-04-05 08:59:07','503',15,'2018-04-05 09:10:56','567',11,11,1840
'SPB-09013','2018-04-05 08:59:59','226',20,'2018-04-05 09:04:09','217',10,3,540
'SPB-02613','2018-04-05 09:00:01','136',4,'2018-04-05 09:05:11','126',18,4,1330
'SPB-04618','2018-04-05 09:00:29','419',9,'2018-04-05 09:03:11','420',5,2,520
'SPB-11846','2018-04-05 09:01:00','359',2,'2018-04-05 09:04:47','343',3,3,670
'SPB-15086','2018-04-05 09:01:10','245',1,'2018-04-05 09:06:45','266',8,5,1360
'SPB-05129','2018-04-05 09:01:13','244',14,'2018-04-05 09:04:21','247',5,2,600
'SPB-11984','2018-04-05 09:01:25','138',8,'2018-04-05 09:04:09','128',4,2,570
'SPB-03964','2018-04-05 09:01:31','2013',15,'2018-04-05 09:39:05','2013',29,36,1330
'SPB-09148','2018-04-05 09:01:43','623',7,'2018-04-05 09:03:52','638',20,2,250
'SPB-14864','2018-04-05 09:02:35','207',30,'2018-04-05 09:07:31','202',9,4,890
'SPB-15971','2018-04-05 09:03:21','375',2,'2018-04-05 09:17:38','338',2,13,2740
'SPB-10086','2018-04-05 09:04:32','239',1,'2018-04-05 09:11:20','268',1,6,1290
'SPB-06362','2018-04-05 09:04:43','180',1,'2018-04-05 09:17:30','145',5,12,2270
'SPB-10973','2018-04-05 09:04:49','151',3,'2018-04-05 09:26:54','131',2,21,3660
'SPB-07459','2018-04-05 09:05:37','1337',10,'2018-04-05 09:19:42','550',14,13,3610
'SPB-11563','2018-04-05 09:05:56','239',2,'2018-04-05 09:38:58','2015',1,31,4640
'SPB-11700','2018-04-05 09:05:57','3102',1,'2018-04-05 09:16:16','107',1,9,1520
'SPB-10385','2018-04-05 09:08:22','180',3,'2018-04-05 09:43:05','142',11,32,1330
'SPB-15189','2018-04-05 09:08:36','560',2,'2018-04-05 09:16:31','567',1,7,1710
'SPB-13770','2018-04-05 09:09:01','167',14,'2018-04-05 09:20:40','153',2,11,2590
'SPB-02747','2018-04-05 09:09:28','3522',7,'2018-04-05 09:16:55','579',5,7,1170
'SPB-09354','2018-04-05 09:09:36','945',8,'2018-04-05 10:00:29','183',2,48,9230
'SPB-14586','2018-04-05 09:10:10','1352',2,'2018-04-05 09:20:41','1306',8,10,1930
'SPB-03292','2018-04-05 09:10:42','939',8,'2018-04-05 09:17:16','917',1,6,970
'SPB-12028','2018-04-05 09:10:46','200',2,'2018-04-05 09:27:13','227',4,16,3110
'SPB-15215','2018-04-05 09:11:43','2305',10,'2018-04-05 09:42:47','2292',14,30,5090
'SPB-01212','2018-04-05 09:12:06','359',5,'2018-04-05 11:08:13','359',4,115,1070
'SPB-07812','2018-04-05 09:14:23','138',5,'2018-04-05 09:19:34','140',3,5,430
'SPB-02260','2018-04-05 09:16:04','176',10,'2018-04-05 09:28:57','113',10,12,3700
'SPB-05090','2018-04-05 09:16:15','165',9,'2018-04-05 09:20:01','179',1,3,890
'SPB-06525','2018-04-05 09:16:34','218',10,'2018-04-05 09:40:37','209',1,23,1940
'SPB-04154','2018-04-05 09:17:03','1681',8,'2018-04-05 09:23:44','1660',6,6,1330
'SPB-04888','2018-04-05 09:17:36','942',6,'2018-04-05 09:26:54','905',7,8,1720
'SPB-12738','2018-04-05 09:18:35','1305',9,'2018-04-05 09:25:19','1351',5,6,1430
'SPB-11213','2018-04-05 09:19:00','183',15,'2018-04-05 09:26:55','113',12,7,910
'SPB-03196','2018-04-05 09:19:02','935',4,'2018-04-05 09:28:47','926',4,9,1370
'SPB-15668','2018-04-05 09:20:11','108',9,'2018-04-05 09:39:43','116',2,19,2030
'SPB-06643','2018-04-05 09:20:37','238',1,'2018-04-05 09:31:26','267',6,10,1820
'SPB-09310','2018-04-05 09:20:42','609',1,'2018-04-05 09:28:16','1308',8,7,970
'SPB-05932','2018-04-05 09:20:44','155',1,'2018-04-05 09:32:33','102',2,11,2910
'SPB-03985','2018-04-05 09:20:53','150',13,'2018-04-05 09:23:28','129',2,2,370
'SPB-14914','2018-04-05 09:21:08','123',6,'2018-04-05 10:13:12','703',1,51,12730
