종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"251590","PLUS 고배당저변동50","13060","120","0.93","13049.91","13015","13060","12935","4194","54426446","6530000000","0","500000","FnGuide 고배당저변동50 지수","2224.21","18.58","0.84"
"161510","PLUS 고배당주","14850","165","1.12","14893.42","14695","14850","14695","365044","5399330932","574249500000","0","38670000","FnGuide 배당주 지수","14537.72","173.05","1.20"
"0018C0","PLUS 고배당주위클리고정커버드콜","9710","85","0.88","9752.72","9690","9720","9660","169644","1643550312","7768000000","0","800000","코스피 고배당 위클리 고정 커버드콜 지수","1200.35","10.62","0.89"
"489030","PLUS 고배당주위클리커버드콜","9075","-5","-0.06","9109.82","9075","9105","9035","62875","569291754","88027500000","0","9700000","코스피 고배당 위클리 콜매도 ATM 지수","1610.03","2.66","0.17"
"251600","PLUS 고배당주채권혼합","12435","55","0.44","12431.32","12395","12447","12370","34239","424994547","57201000000","0","4600000","FnGuide 고배당 채권혼합 지수","3173.18","13.71","0.43"
"461460","PLUS 국고채10년액티브","55955","75","0.13","55893.28","55850","55955","55790","24","1340530","66810270000","0","1194000","KAP 국고채 10년 동일가중 지수(총수익)","116.13","0.00","0.00"
"451600","PLUS 국고채30년액티브","119060","210","0.18","118893.74","118750","119060","118665","102","12118330","18573360000","0","156000","KAP 국고채 30년 지수(총수익)","105.91","0.00","0.00"
"491230","PLUS 국공채머니마켓액티브","50975","-5","-0.01","50978.06","50975","50985","50975","1391","70917161","101542200000","0","1992000","KAP 국공채 MMF 지수(총수익)","116.43","0.00","0.00"
"289670","PLUS 국채선물10년","56365","-65","-0.12","56401.20","56365","56365","56340","44","2479160","5411040000","0","96000","10년국채선물지수","1250.32","1.51","0.12"
"298340","PLUS 국채선물3년","56515","0","0.00","56537.39","0","0","0","0","0","6781800000","0","120000","국채선물지수","1237.51","-0.39","-0.03"
"438210","PLUS 글로벌AI","14360","365","2.61","14415.49","14425","14425","14235","1042","14926350","3590000000","0","250000","BlueStar Artificial Intelligence Index(시장가격)","669.62","0.00","0.00"
"489010","PLUS 글로벌AI인프라","11715","185","1.60","11745.52","11825","11825","11655","892","10430560","5857500000","0","500000","Solactive Global AI Infrastructure Index (PR)","7759.68","13.83","0.18"
"442580","PLUS 글로벌HBM반도체","17645","405","2.35","17681.82","17495","17665","17245","2866","50556779","6175750000","0","350000","iSelect 글로벌HBM반도체 지수","4429.13","70.09","1.61"
"189400","PLUS 글로벌MSCI(합성 H)","19570","360","1.87","19564.54","19535","19575","19455","134","2612920","5871000000","0","300000","MSCI ACWI Index","837.45","1.31","0.16"
"496770","PLUS 글로벌방산","14220","485","3.53","14107.21","14235","14260","14150","297177","4221102652","36261000000","0","2550000","Solactive Global Defense Index(PR)","2977.40","0.00","0.00"
"419650","PLUS 글로벌수소&차세대연료전지","3335","35","1.06","3293.77","3300","3347","3280","22997","76780295","11172250000","0","3350000","BlueStar Hydrogen and NextGen Fuel Cell Index (시장가격)","30.67","0.00","0.00"
"0007G0","PLUS 글로벌원자력밸류체인","7955","85","1.08","7986.84","7955","8020","7920","6448","51451369","9148250000","0","1150000","Solactive Global Nuclear Energy Value Chain Index(PR)","3297.12","0.00","0.00"
"415920","PLUS 글로벌희토류&전략자원생산기업","4360","125","2.95","4378.01","4240","4385","4240","19687","85500892","2616000000","0","600000","MVIS Global Rare Earth/Strategic Metals Index (Price Return)","282.62","2.84","1.02"
"278620","PLUS 단기채권액티브","116460","35","0.03","116447.29","116430","116460","116430","160","18632005","44254800000","0","380000","KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)","145.73","0.01","0.01"
"477050","PLUS 머니마켓액티브","51880","5","0.01","51878.13","51880","51880","51875","9068","470440647","391486480000","0","7546000","KAP 시가평가 MMF 지수(총수익)","116.46","0.00","0.00"
"429760","PLUS 미국S&P500","14980","60","0.40","15094.54","15075","15075","14970","1881","28227170","20972000000","0","1400000","S&P 500","5638.94","0.00","0.00"
"269540","PLUS 미국S&P500(H)","22720","215","0.96","22880.79","22710","22780","22710","8028","182543565","61344000000","0","2700000","S&P 500","5638.94","0.00","0.00"
"494410","PLUS 미국S&P500성장주","10160","90","0.89","10216.28","10110","10235","10110","99639","1016334908","22352000000","0","2200000","S&P 500 Growth Index(PR)","4264.08","0.00","0.00"
"287180","PLUS 미국나스닥테크","33360","550","1.68","33591.28","33770","33770","33250","2692","89674087","26688000000","0","800000","NASDAQ 100 Technology Sector Index","9871.43","0.00","0.00"
"213630","PLUS 미국다우존스고배당주(합성 H)","17185","275","1.63","17319.48","17025","17310","17025","6369","109457277","16325750000","0","950000","Dow Jones U.S Select Dividend Index(시장가격지수)","943.72","0.00","0.00"
"332610","PLUS 미국단기회사채(AAA~A)","131210","-485","-0.37","131255.14","131597","131615","131035","4673","612572615","32277660000","0","246000","ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수)","569.61","0.00","0.00"
"456200","PLUS 미국달러SOFR금리액티브(합성)","59365","-205","-0.34","59355.26","59490","59500","59365","9","535285","6055230000","0","102000","Solactive SOFR Daily Total Return Index","1185.18","0.00","0.00"
"494420","PLUS 미국배당증가성장주데일리커버드콜","9380","5","0.05","9432.42","9610","9625","9365","21711","203987845","15946000000","0","1700000","Bloomberg U.S. Dividend Growth Partial Covered Call Index","1275.44","0.00","0.00"
"0023B0","PLUS 미국양자컴퓨팅TOP10","10555","530","5.29","10658.43","10660","10660","10425","87847","927850807","8444000000","0","800000","iSelect 미국양자컴퓨팅 TOP10 (PR)","4691.96","0.00","0.00"
"332620","PLUS 미국장기우량회사채","97275","200","0.21","97155.48","97595","97595","97000","1082","105157065","34727175000","0","357000","ICE BofaAML 15+ Year AAA-A US Corporate Index(총수익지수)","1127.89","0.00","0.00"
"464470","PLUS 미국채30년액티브","54370","-100","-0.18","54301.63","54615","54615","54175","8753","475940301","46431980000","0","854000","ICE U.S. Treasury 20+ Year Bond Index(Total Return)","95.02","0.00","0.00"
"461900","PLUS 미국테크TOP10","16200","190","1.19","16304.81","16430","16430","16160","2686","43478221","11340000000","0","700000","iSelect 미국 Tech 10 지수","5275.39","0.00","0.00"
"461910","PLUS 미국테크TOP10레버리지(합성)","22285","370","1.69","22698.95","22570","22570","22285","3945","88322997","11142500000","0","500000","iSelect 미국 Tech 10 지수","5275.39","0.00","0.00"
"195970","PLUS 선진국MSCI(합성 H)","12825","165","1.30","12781.17","12660","12845","12660","9122","116946827","35653500000","0","2780000","MSCI EAFE Index","2474.97","8.42","0.34"
"238670","PLUS 스마트베타Quality채권혼합","11100","20","0.18","11092.82","11100","11100","11080","1037","11502525","3330000000","0","300000","WISE-KAP 스마트베타 Quality 채권혼합지수","1346.27","2.48","0.18"
"195980","PLUS 신흥국MSCI(합성 H)","10130","160","1.60","10154.66","9970","10235","9970","17745","179449134","66452800000","0","6560000","MSCI EM Index","1127.82","8.21","0.73"
"373530","PLUS 신흥국MSCI인버스(합성 H)","10720","-70","-0.65","10717.63","10920","10920","10610","40","430830","5574400000","0","520000","MSCI EM Index","1127.82","8.21","0.73"
"256450","PLUS 심천차이넥스트(합성)","9725","-75","-0.77","9847.23","9885","9900","9575","736","7236810","4862500000","0","500000","SZSE ChiNext Price Index","2216.03","-10.69","-0.48"
"447660","PLUS 애플채권혼합","12325","25","0.20","12246.62","12305","12335","12215","31699","390694214","19720000000","0","1600000","FnGuide 애플채권혼합 지수","2196.08","8.90","0.41"
"239660","PLUS 우량회사채50","119525","-10","-0.01","119521.23","119520","119545","119495","557","66568410","16733500000","0","140000","KOBI HALF CREDIT Index(총수익)","12286.37","0.28","0.00"
"421320","PLUS 우주항공&UAM","19135","800","4.36","19140.92","18515","19300","18415","50479","957306127","39226750000","0","2050000","iSelect 우주항공UAM 지수","2127.05","90.59","4.45"
"464920","PLUS 일본반도체소부장","12265","10","0.08","12321.65","12240","12460","12240","15367","188871055","26983000000","0","2200000","Solactive Japan Semiconductor Materials and Equipment Index PR","3214.29","33.32","1.05"
"489000","PLUS 일본엔화초단기국채(합성)","10435","-70","-0.67","10452.64","10490","10490","10410","64694","675861892","10435000000","0","1000000","KAP 일본 단기 국채 지수(총수익)","99.33","0.00","0.00"
"451000","PLUS 종합채권(AA-이상)액티브","115070","140","0.12","115025.32","114975","115075","114950","104","11956145","384103660000","0","3338000","KAP 종합채권지수(AA-이상, 총수익)","120.61","0.00","0.00"
"280920","PLUS 주도업종","11190","175","1.59","11174.03","11110","11190","11100","30","334010","6154500000","0","550000","FnGuide 주도업종 지수","1665.33","26.87","1.64"
"266550","PLUS 중형주저변동50","12745","110","0.87","12729.22","12725","12745","12620","316","3999205","3186250000","0","250000","FnGuide 중형주저변동50지수","2462.35","22.04","0.90"
"495040","PLUS 코리아밸류업","10185","165","1.65","10204.95","10160","10200","10160","84","855300","28008750000","0","2750000","코리아 밸류업 지수","1039.47","20.53","2.01"
"301400","PLUS 코스닥150","12655","295","2.39","12712.19","12435","12655","12370","1437","17876967","4429250000","0","350000","코스닥 150","1256.74","31.62","2.58"
"301410","PLUS 코스닥150선물인버스","5710","-105","-1.81","5714.83","5780","5835","5710","247","1427570","1998500000","0","350000","F-코스닥150 지수","1466.53","25.36","1.76"
"227830","PLUS 코스피","27075","360","1.35","27122.63","27050","27075","27045","36","974190","6768750000","0","250000","코스피","2610.64","44.28","1.73"
"122090","PLUS 코스피50","24020","365","1.54","24113.50","23920","24110","23920","736","17702085","9367800000","0","390000","코스피 50","2395.40","49.32","2.10"
"328370","PLUS 코스피TR","14250","225","1.60","14276.37","14240","14265","14220","275","3915645","99037500000","0","6950000","코스피 TR","3344.20","56.93","1.73"
"457990","PLUS 태양광&ESS","10750","80","0.75","10727.40","10720","10815","10690","13129","141090645","5375000000","0","500000","FnGuide 태양광 & ESS 지수","2758.43","20.72","0.76"
"0000J0","PLUS 한화그룹주","18370","560","3.14","18404.58","17810","18540","17785","338003","6185649885","89094500000","0","4850000","FnGuide 한화그룹주 지수","3818.76","122.79","3.32"
"148020","RISE 200","35295","655","1.89","35440.92","34905","35390","34905","471548","16630825450","1132969500000","0","32100000","코스피 200","348.19","7.39","2.17"
"361580","RISE 200TR","19390","380","2.00","19457.39","19200","19430","19200","29944","579686007","222015500000","0","11450000","코스피 200 TR","450.92","9.60","2.18"
"290080","RISE 200고배당커버드콜ATM","8535","15","0.18","8563.86","8555","8555","8495","8565","73070072","11949000000","0","1400000","코스피 200 고배당커버드콜 ATM 지수(시장가격지수)","1345.95","7.98","0.60"
"284980","RISE 200금융","11380","170","1.52","11426.80","11315","11390","11305","1323","15032990","6145200000","0","540000","코스피 200 금융","857.93","14.34","1.70"
"252400","RISE 200선물레버리지","15085","575","3.96","15078.31","14730","15135","14730","33085","495568984","18102000000","0","1200000","코스피 200 선물지수","1714.56","30.20","1.79"
"252410","RISE 200선물인버스","5650","-105","-1.82","5651.30","5695","5695","5640","19246","108997477","4520000000","0","800000","코스피 200 선물지수","1714.56","30.20","1.79"
"252420","RISE 200선물인버스2X","2160","-80","-3.57","2155.40","2220","2220","2150","132763","286839247","19008000000","0","8800000","코스피 200 선물지수","1714.56","30.20","1.79"
"475720","RISE 200위클리커버드콜","8355","85","1.03","8369.24","8335","8355","8300","335325","2798181440","328351500000","0","39300000","코스피 200 위클리 커버드콜 ATM 지수","1137.03","12.41","1.10"
"464540","RISE 25-03 회사채(AA-이상)액티브","50735","-5","-0.01","50734.91","50735","50735","50735","2","101470","149059430000","0","2938000","KIS 2025년 3월 만기도래 크레딧 종합채권지수(AA-이상)(시장가격)","98.77","0.00","0.00"
"483230","RISE 25-06 은행채(AA+이상)액티브","51370","0","0.00","51366.54","51370","51370","51365","254","13047773","174760740000","0","3402000","KIS 2025년 6월 만기도래 은행채 지수(AA+이상)(총수익)","106.26","0.00","0.00"
"448600","RISE 25-11 회사채(AA-이상)액티브","52620","0","0.00","52616.40","52620","52625","52615","3615","190231842","148493640000","0","2822000","KIS 2025년 만기도래 크레딧 종합채권 지수(AA-이상)(시장가격)","114.70","0.00","0.00"
"465330","RISE 2차전지TOP10","8480","-80","-0.93","8493.47","8565","8630","8445","228256","1944121872","49184000000","0","5800000","iSelect 2차전지 TOP10 지수(PR)","1861.68","-19.53","-1.04"
"465350","RISE 2차전지TOP10인버스(합성)","35045","380","1.10","35043.36","34470","35095","34435","338890","11809842830","107763375000","0","3075000","iSelect 2차전지 TOP10 지수(PR)","1863.07","-18.14","-0.96"
"422420","RISE 2차전지액티브","6455","-10","-0.15","6448.41","6510","6545","6410","203473","1315475277","148465000000","0","23000000","iSelect 2차전지 지수 (시장가격지수)","3830.95","-34.76","-0.90"
"367760","RISE 5G테크","10825","130","1.22","10812.51","10715","10880","10715","13234","143142980","28686250000","0","2650000","FnGuide 5G 테크 지수","1490.60","26.58","1.82"
"105780","RISE 5대그룹주","5890","30","0.51","5909.93","5880","5930","5880","312","1840150","11780000000","0","2000000","MKF 5대그룹주","5857.58","60.93","1.05"
"469070","RISE AI&로봇","9385","15","0.16","9389.90","9460","9520","9285","388451","3631901486","74141500000","0","7900000","iSelect AI&로봇 지수(시장가격)","2136.88","3.68","0.17"
"477080","RISE CD금리액티브(합성)","103365","5","0.00","103363.30","103360","103365","103360","1986","205276298","967082940000","0","9356000","FnGuide CD금리투자 지수(총수익)","1416.37","0.00","0.00"
"290130","RISE ESG사회책임투자","12900","310","2.46","12902.51","12785","12900","12785","21720","279192805","207690000000","0","16100000","KRX ESG 사회책임경영지수(S)","2053.44","40.09","1.99"
"326240","RISE IT플러스","15185","215","1.44","15202.59","15145","15200","15095","3115","47292060","121480000000","0","8000000","FnGuide IT플러스 지수","2171.73","38.59","1.81"
"385560","RISE KIS국고채30년Enhanced","83860","-15","-0.02","83854.16","83875","83900","83530","24923","2085386183","422402820000","0","5037000","KIS 국고채30년Enhanced지수(시장가격)","7506.87","5.86","0.08"
"479520","RISE KOFR금리액티브(합성)","103020","15","0.01","103016.60","103015","103020","103015","2484","255897590","307926780000","0","2989000","KOFR 지수","1152.87","0.26","0.02"
"270800","RISE KQ고배당","11440","85","0.75","11457.77","11475","11475","11380","2187","24986580","6864000000","0","600000","FnGuide KQ고배당포커스 지수","5611.60","40.13","0.72"
"292050","RISE KRX300","17000","265","1.58","17064.44","16810","17025","16810","264","4473425","6800000000","0","400000","KRX 300","1611.69","34.75","2.20"
"442550","RISE TDF2030액티브","12600","20","0.16","12648.77","12630","12705","12600","2281","28777025","6300000000","0","500000","iSelect 전략적자산배분 TDF 2030 지수","1726.64","2.67","0.15"
"442560","RISE TDF2040액티브","13025","95","0.73","13027.30","12950","13105","12950","1685","21991928","7815000000","0","600000","iSelect 전략적자산배분 TDF 2040 지수","1890.38","3.77","0.20"
"442570","RISE TDF2050액티브","13255","55","0.42","13243.62","13190","13335","13190","9863","131037390","21208000000","0","1600000","iSelect 전략적자산배분 TDF 2050 지수","1970.49","4.44","0.23"
"234310","RISE V&S셀렉트밸류","13685","175","1.30","13712.69","13665","13705","13660","78","1069540","6842500000","0","500000","FnGuide 셀렉트 밸류 지수","2708.34","44.93","1.69"
"241390","RISE V&S셀렉트밸류채권혼합","11740","65","0.56","11762.08","11730","11765","11705","327","3837670","14088000000","0","1200000","FnGuide 셀렉트벨류 채권혼합지수","2001.10","12.73","0.64"
"300640","RISE 게임테마","7940","35","0.44","7968.14","7950","8000","7905","6286","49965110","28981000000","0","3650000","WISE 게임 테마 지수 (시장가격지수)","3814.58","16.20","0.43"
"266160","RISE 고배당","13330","195","1.48","13364.72","13175","13340","13175","15064","200461747","62651000000","0","4700000","FnGuide 고배당포커스 지수","9283.18","172.42","1.89"
"481430","RISE 국고채10년액티브","107135","-15","-0.01","107065.28","107060","107135","106890","8184","875544785","120955415000","0","1129000","KAP 국고채 10년 지수(총수익)","115.29","0.00","0.00"
"114100","RISE 국고채3년","109805","0","0.00","109802.12","109805","109805","109730","46","5050150","46996540000","0","428000","KTB INDEX(시장가격)","10444.79","-2.20","-0.02"
"282000","RISE 국고채3년선물인버스","110055","-10","-0.01","110091.53","110055","110080","110055","4","440245","61410690000","0","558000","국채선물지수","1237.51","-0.39","-0.03"
"451670","RISE 국채30년레버리지(합성)","26375","20","0.08","26329.40","26420","26420","26170","1955","51322490","13187500000","0","500000","KAP 국채30년 TR 지수(총수익)","105.36","0.03","0.03"
"295000","RISE 국채선물10년","55605","25","0.04","55617.69","55580","55605","55480","37","2054940","6561390000","0","118000","10년국채선물지수","1250.32","1.51","0.12"
"295020","RISE 국채선물10년인버스","53855","-235","-0.43","53930.92","53955","53955","53845","17","916465","22726810000","0","422000","10년국채선물지수","1250.32","1.51","0.12"
"432600","RISE 국채선물3년","54895","-205","-0.37","54999.40","54895","54900","54880","4","219570","7355930000","0","134000","국채선물지수","1237.51","-0.39","-0.03"
"397420","RISE 국채선물5년추종","51645","-195","-0.38","51749.81","51610","51645","51605","4","206505","5267790000","0","102000","5년 국채선물 추종 지수","1023.04","0.15","0.01"
"397410","RISE 국채선물5년추종인버스","56025","-220","-0.39","56140.11","56235","56235","56020","7","392880","5714550000","0","102000","5년 국채선물 추종 지수","1023.04","0.15","0.01"
"437370","RISE 글로벌농업경제","9060","110","1.23","9096.32","8970","9070","8970","1002","9082295","5436000000","0","600000","MVIS Global Agribusiness Index(Price Return)","2729.35","7.45","0.27"
"375270","RISE 글로벌데이터센터리츠(합성)","12150","145","1.21","12147.05","12105","12190","12080","1010","12229865","7897500000","0","650000","Kelly Data Center & Tech Infrastructure Net Total Return Index","1440.14","0.00","0.00"
"475380","RISE 글로벌리얼티인컴","10520","155","1.50","10492.58","10460","10575","10460","15191","160009440","38924000000","0","3700000","Solactive Global Realty Income Index(Price Return)","2897.35","0.00","0.00"
"476310","RISE 글로벌비만산업TOP2+","9755","40","0.41","9850.29","9890","9890","9725","3942","38720040","5365250000","0","550000","KEDI 글로벌 비만 산업 Top2+ 지수(Price Return)","3495.52","0.00","0.00"
"417450","RISE 글로벌수소경제","6995","-10","-0.14","7005.80","7010","7010","6955","752","5253572","11541750000","0","1650000","Indxx Hydrogen Economy Index (Net Total Return)","1640.57","10.28","0.63"
"442320","RISE 글로벌원자력","18575","60","0.32","18511.47","18655","18715","18530","35272","656693776","92875000000","0","5000000","iSelect 글로벌원자력 지수(시장가격)","2612.70","-7.17","-0.27"
"461490","RISE 글로벌자산배분액티브","12965","5","0.04","12994.10","13040","13040","12965","142950","1859306078","252169250000","0","19450000","Bloomberg Multi-Asset Weighted (KRW ETFs) 지수(시장가격)","1818.15","1.28","0.07"
"459750","RISE 글로벌주식분산액티브","13835","165","1.21","13810.68","13670","13870","13670","2444","33789020","15218500000","0","1100000","Bloomberg Global Equity Market Weighted Index(Price Return)","1928.83","0.00","0.00"
"399580","RISE 글로벌클린에너지","6225","70","1.14","6257.22","6205","6285","6150","3737","23210105","6225000000","0","1000000","S&P Global Clean Energy Transition Index (Price Return)","737.74","0.00","0.00"
"276650","RISE 글로벌테크놀로지(합성 H)","28890","590","2.08","29037.95","28770","29000","28770","2442","70617842","21667500000","0","750000","S&P Global 1200 Information Technology and Interactive Media & Services(PR)","2935.12","3.98","0.14"
"336160","RISE 금융채액티브","103250","-25","-0.02","103262.53","103305","103305","103240","1515","156428095","42332500000","0","410000","KIS 종합채권금융채 2.5Y-3Y 지수 (총수익)","137.61","0.00","0.00"
"326230","RISE 내수주플러스","8565","90","1.06","8604.44","8520","8565","8520","10","85410","25181100000","0","2940000","FnGuide 내수주플러스 지수","1177.30","14.21","1.22"
"272560","RISE 단기국공채액티브","112340","-10","-0.01","112339.70","112340","112350","112320","5979","671616835","164128740000","0","1461000","KIS 종합채권국공채3M~1.5Y지수","135.82","0.00","0.00"
"385550","RISE 단기종합채권(AA-이상)액티브","111640","-5","0.00","111648.86","111645","111660","111640","1357","151507190","146694960000","0","1314000","KIS 단기종합채권지수(AA-이상)(총수익지수)","124.24","0.00","0.00"
"196230","RISE 단기통안채","114545","5","0.00","114547.59","114535","114550","114535","6917","792315371","429085570000","0","3746000","KIS 통안채 5개월 지수(총수익)","12817.04","0.99","0.01"
"315960","RISE 대형고배당10TR","19080","210","1.11","19123.00","18900","19155","18900","12546","239516760","47700000000","0","2500000","WISE 대형고배당10 TR 지수","2247.31","35.34","1.60"
"455890","RISE 머니마켓액티브","53880","5","0.01","53876.23","53875","53880","53875","220153","11861118132","2539687680000","0","47136000","KIS 시가평가 MMF 지수 (총수익지수)","116.71","0.00","0.00"
"401170","RISE 메타버스","5995","95","1.61","5985.78","5920","5995","5920","18057","107513825","100356300000","0","16740000","iSelect 메타버스 지수(시장가격지수)","1246.13","12.15","0.98"
"481340","RISE 미국30년국채액티브","10295","-15","-0.15","10277.14","10345","10345","10255","31019","318880887","18531000000","0","1800000","Bloomberg U.S Treasury 20+ Year Total Return Index","586.75","0.00","0.00"
"472870","RISE 미국30년국채엔화노출(합성 H)","8980","-45","-0.50","8992.23","9045","9050","8945","710472","6383999154","378956000000","0","42200000","KIS 미국채30년 엔화노출 지수(USD/JPY 헤지)(총수익지수)","7379.27","1.06","0.01"
"472830","RISE 미국30년국채커버드콜(합성)","9680","-35","-0.36","9666.60","9725","9725","9660","61313","593233906","30976000000","0","3200000","Bloomberg U.S. Treasury 20+ Year (TLT) 2% OTM Covered Call Index(TR)","898.92","0.00","0.00"
"485690","RISE 미국AI밸류체인TOP3Plus","10865","45","0.42","10890.39","10820","10950","10820","589011","6407423883","28792250000","0","2650000","KEDI 미국 AI 밸류체인 TOP3 Plus 지수(Price Return)","4685.87","0.00","0.00"
"490590","RISE 미국AI밸류체인데일리고정커버드콜","9915","120","1.23","9973.40","10005","10005","9900","56689","562750165","34702500000","0","3500000","KEDI 미국 AI밸류체인 90%참여+데일리옵션 프리미엄 지수(TR)","5309.52","0.00","0.00"
"495940","RISE 미국AI테크액티브","9175","130","1.44","9171.88","8935","9195","8920","39797","359185240","26148750000","0","2850000","Solactive US AI Tech Active Index PR","4707.76","0.00","0.00"
"379780","RISE 미국S&P500","17645","85","0.48","17776.76","17685","17715","17630","965025","17052153140","903424000000","0","51200000","S&P 500","5638.94","0.00","0.00"
"453330","RISE 미국S&P500(H)","13655","110","0.81","13748.98","13635","13700","13630","39758","543427419","68275000000","0","5000000","S&P 500","5638.94","0.00","0.00"
"0005C0","RISE 미국S&P500엔화노출(합성 H)","9950","35","0.35","10033.72","9920","10020","9920","379","3779425","9950000000","0","1000000","S&P500 Yen Hedged Index(PR)","2428.16","0.00","0.00"
"460660","RISE 미국S&P배당킹","11095","-90","-0.80","11173.97","11185","11290","11085","5744","63900007","12759250000","0","1150000","S&P Dividend Monarchs Index(Price Return)","1199.77","0.00","0.00"
"219390","RISE 미국S&P원유생산기업(합성 H)","5650","95","1.71","5703.05","5695","5725","5650","36744","208482118","13277500000","0","2350000","S&P Oil & Gas Exploration & Production Select Industry Index(PR)","4881.83","0.00","0.00"
"354240","RISE 미국고정배당우선증권 TR","11860","-60","-0.50","11964.58","12125","12125","11820","9029","107349831","18383000000","0","1550000","ICE BofAML Core Plus Fixed Rate Preferred Securities Index","176.46","0.00","0.00"
"368590","RISE 미국나스닥100","20955","100","0.48","21123.98","21030","21045","20940","662082","13899773637","907351500000","0","43300000","NASDAQ 100","19704.64","0.00","0.00"
"437350","RISE 미국단기투자등급회사채액티브","12305","-55","-0.44","12308.09","12345","12345","12285","45514","559792775","27686250000","0","2250000","Bloomberg US Corporate 1-5 Years Total Return Index","250.72","0.00","0.00"
"455960","RISE 미국달러SOFR금리액티브(합성)","11925","-55","-0.46","11982.38","11995","11995","11920","107","1277910","55451250000","0","4650000","KAP SOFR 지수","118.52","0.00","0.00"
"469530","RISE 미국달러선물인버스","9040","10","0.11","9064.09","9025","9080","9025","8","72325","5876000000","0","650000","미국달러선물지수","1584.09","-5.80","-0.36"
"469060","RISE 미국반도체NYSE","13925","165","1.20","14069.54","13925","14005","13915","1212","16937305","12532500000","0","900000","NYSE Semicondoctor Index(Price Return)","1170.94","0.00","0.00"
"469050","RISE 미국반도체NYSE(H)","12600","180","1.45","12695.01","12530","12670","12530","2217","27906400","24570000000","0","1950000","NYSE Semicondoctor Index(Price Return)","1170.94","0.00","0.00"
"491630","RISE 미국반도체인버스(합성 H)","21610","-530","-2.39","21628.77","21765","21765","21505","599","12994240","9724500000","0","450000","NYSE Semicondoctor Index(Price Return)","1170.94","0.00","0.00"
"490600","RISE 미국배당100데일리고정커버드콜","9800","-20","-0.20","9847.84","9860","9860","9800","37460","367825910","45570000000","0","4650000","KEDI 미국 배당100 90%참여+데일리옵션 프리미엄 지수(총수익지수)","2092.81","0.00","0.00"
"449580","RISE 미국빅데이터Top3채권혼합","14550","30","0.21","14603.33","14710","14710","14480","5783","84332545","7275000000","0","500000","iSelect 미국 빅데이터Top3 채권혼합지수(Price Return)","3689.33","29.00","0.79"
"0018Z0","RISE 미국양자컴퓨팅","10585","665","6.70","10723.70","10760","10765","10530","110284","1172923282","9526500000","0","900000","Solactive US Quantum Computing Technology Index PR","4081.45","0.00","0.00"
"0013P0","RISE 미국은행TOP10","8610","130","1.53","8677.65","8625","8645","8600","118094","1019848477","8610000000","0","1000000","KEDI 미국 은행 TOP10 지수","1809.05","0.00","0.00"
"267440","RISE 미국장기국채선물(H)","8590","-10","-0.12","8589.70","8585","8600","8570","1651","14175210","7731000000","0","900000","S&P U.S. Treasury Bond Futures Excess Return Index","210.15","0.17","0.08"
"267490","RISE 미국장기국채선물레버리지(합성 H)","5825","0","0.00","5810.80","5820","5825","5790","4335","25205990","7281250000","0","1250000","S&P U.S. Treasury Bond Futures Excess Return Index","210.15","0.17","0.08"
"267450","RISE 미국장기국채선물인버스(H)","10885","35","0.32","10920.82","10880","10885","10875","38","413270","5442500000","0","500000","S&P U.S. Treasury Bond Futures Excess Return Index","210.15","0.17","0.08"
"491620","RISE 미국테크100데일리고정커버드콜","9845","50","0.51","9900.35","9930","9930","9815","47983","473479990","23135750000","0","2350000","KEDI 미국 테크100 90%참여+데일리옵션 프리미엄 지수(TR)","3108.11","0.00","0.00"
"0000Z0","RISE 바이오TOP10액티브","11210","205","1.86","11262.94","11025","11250","10855","93822","1037925545","13452000000","0","1200000","KRX 바이오 TOP 10 지수","2553.78","105.77","4.32"
"446700","RISE 배터리 리사이클링","8785","-65","-0.73","8782.66","8925","8925","8735","6046","53245247","13001800000","0","1480000","iSelect 배터리 리사이클링 지수","2323.72","-16.46","-0.70"
"475350","RISE 버크셔포트폴리오TOP10","12705","85","0.67","12763.69","12700","12740","12690","54829","696880726","61619250000","0","4850000","Solactive Berkshire Portfolio Top10 Index(TR)","2981.63","0.00","0.00"
"388420","RISE 비메모리반도체액티브","10600","235","2.27","10632.36","10440","10680","10440","66668","708061188","238076000000","0","22460000","iSelect 비메모리반도체 지수(시장가격지수)","2779.91","76.98","2.85"
"448630","RISE 삼성그룹Top3채권혼합","9840","90","0.92","9842.26","9780","9840","9780","9437","92647365","15744000000","0","1600000","Bloomberg Blended Samsung Group Fixed Top 3 Equity and Korean Bond Index","1682.65","18.29","1.10"
"367770","RISE 수소경제테마","10910","155","1.44","10944.91","10800","10965","10785","77267","843677383","231837500000","0","21250000","FnGuide 수소 경제 테마 지수","1352.47","18.90","1.42"
"140570","RISE 수출주","11920","5","0.04","11979.33","11980","12010","11920","131","1564490","4768000000","0","400000","MKF 수출주 지수","11879.39","75.53","0.64"
"140580","RISE 우량업종대표주","12340","140","1.15","12408.49","12270","12360","12265","176","2170940","6170000000","0","500000","MKF 우량업종대표주 지수","12223.62","199.07","1.66"
