종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"466400","1Q 25-08 회사채(A+이상)액티브","107950","5","0.00","107947.85","107950","107950","107940","3032","327290459","116262150000","0","1077000","KIS 2025-08만기형 크레딧 A+이상 지수(총수익)","122.06","0.00","0.00"
"491610","1Q CD금리액티브(합성)","101580","5","0.00","101599.54","101575","101580","101575","2660","270197272","318859620000","0","3139000","KIS 하나 CD금리 총수익지수","11408.47","0.00","0.00"
"451060","1Q K200액티브","11170","190","1.73","11234.16","11035","11210","11035","12571","140553287","113934000000","0","10200000","코스피 200","348.19","7.39","2.17"
"463290","1Q 단기금융채액티브","106790","10","0.01","106790.78","106785","106795","106785","17588","1878218435","242306510000","0","2269000","MK 머니마켓 지수(총수익)","14191.19","1.14","0.01"
"479080","1Q 머니마켓액티브","51915","5","0.01","51910.76","51910","51915","51910","177853","9233195954","448130280000","0","8632000","KIS-하나 MMF 지수(총수익)","115.98","0.00","0.00"
"0004G0","1Q 미국배당30","9470","-30","-0.32","9533.43","9525","9525","9460","2851","27020812","6629000000","0","700000","Solactive U.S. Dividend 30 Index PR","4272.07","0.00","0.00"
"0017Y0","1Q 종합채권(AA-이상)액티브","100640","130","0.13","100580.04","100550","100650","100545","520","52300355","22140800000","0","220000","KIS 종합채권형 지수(AA-이상)(총수익)","126.16","0.00","0.00"
"472350","1Q 차이나H(H)","16225","100","0.62","16217.13","16195","16285","16165","166","2693015","19470000000","0","1200000","Hang Seng China H","8946.99","69.00","0.78"
"495330","1Q 코리아밸류업","10195","195","1.95","10224.80","10175","10195","10170","62","631880","24468000000","0","2400000","코리아 밸류업 지수","1039.47","20.53","2.01"
"492500","1Q 현대차그룹채권(A+이상)&국고통안","50805","-20","-0.04","50813.12","50820","50820","50805","39","1981410","135750960000","0","2672000","KIS 하나 현대차그룹채권(A+이상)&국고통안 총수익지수","11619.91","-1.44","-0.01"
"473440","ACE 11월만기자동연장회사채AA-이상액티브","10555","0","0.00","10556.77","10555","10560","10550","1837","19394073","163074750000","0","15450000","KIS 11월 만기자동연장회사채(AA-이상) 총수익지수","118.80","0.00","0.00"
"105190","ACE 200","35610","685","1.96","35722.09","35190","35665","35190","63856","2270525941","445125000000","0","12500000","코스피 200","348.19","7.39","2.17"
"332500","ACE 200TR","23020","465","2.06","23050.45","22675","23045","22675","17317","396432001","41436000000","0","1800000","코스피 200 TR","450.92","9.60","2.18"
"461260","ACE 25-06 회사채(AA-이상)액티브","10810","0","0.00","10819.20","10810","10820","10810","3808","41185675","97830500000","0","9050000","KIS 크레딧 2506만기형(AA-이상)지수(총수익지수)","121.90","0.00","0.00"
"461270","ACE 26-06 회사채(AA-이상)액티브","10985","0","0.00","10981.48","10980","10985","10980","8713","95683460","212340050000","0","19330000","KIS 크레딧 2606만기형(AA-이상)지수(총수익지수)","121.19","0.00","0.00"
"475260","ACE 2월만기자동연장회사채AA-이상액티브","10445","-5","-0.05","10450.45","10445","10455","10445","1031","10773950","44600150000","0","4270000","KAP 2월 만기자동연장회사채(AA-이상) 총수익지수","117.83","0.00","0.00"
"385600","ACE 2차전지&친환경차액티브","6990","-60","-0.85","7015.78","7100","7100","6975","22888","160865670","12582000000","0","1800000","FnGuide 친환경 자동차 밸류체인 지수","1151.24","-1.85","-0.16"
"475270","ACE 5월만기자동연장회사채AA-이상액티브","10445","0","0.00","10446.88","10445","10447","10445","129","1347425","45644650000","0","4370000","KIS 5월 만기자동연장회사채(AA-이상) 총수익지수","116.79","0.00","0.00"
"475280","ACE 8월만기자동연장회사채AA-이상액티브","10440","0","0.00","10451.19","10440","10455","10440","92","961506","69217200000","0","6630000","KAP 8월 만기자동연장회사채(AA-이상) 총수익지수","118.44","0.00","0.00"
"469150","ACE AI반도체포커스","13810","300","2.22","13801.22","13595","13915","13595","363012","5015441729","49716000000","0","3600000","FnGuide AI 반도체 포커스 지수(시장가격)","1714.22","39.84","2.38"
"487340","ACE CD금리&초단기채권액티브","102615","5","0.00","102620.09","102605","102625","102605","21425","2198509589","277163115000","0","2701000","MK-KAP CD 금리 & 초단기 채권 총수익 지수","116.45","0.00","0.00"
"385590","ACE ESG액티브","7790","115","1.50","7818.71","7735","7815","7735","835","6464280","18696000000","0","2400000","MSCI Korea Country ESG Leaders Custom Capped Price return Index","1530.36","26.08","1.73"
"0010E0","ACE FTSE WGBI Korea","101215","90","0.09","101146.28","101160","101215","101020","226","22842525","20243000000","0","200000","FTSE Korean Government Bond Index(TR)","211.24","0.00","0.00"
"380340","ACE Fn5G플러스","9315","60","0.65","9318.29","9380","9380","9295","293","2735410","5589000000","0","600000","FnGuide 5G플러스 지수 (시장가격)","1851.30","11.48","0.62"
"226380","ACE Fn성장소비주도주","5965","45","0.76","5972.99","5950","5965","5935","5555","33066275","5368500000","0","900000","FnGuide 성장소비주도 지수","1962.88","7.46","0.38"
"475050","ACE KPOP포커스","9750","160","1.67","9744.19","9590","9840","9460","624249","6032688156","90187500000","0","9250000","iSelect K-POP 포커스지수(시장가격)","2433.41","39.99","1.67"
"411060","ACE KRX금현물","19900","-110","-0.55","19771.67","20175","20180","19825","1031350","20592979419","1074600000000","0","54000000","KRX 금현물지수","3292.54","-13.62","-0.41"
"0021D0","ACE TDF2030액티브","9900","20","0.20","9931.86","9910","9930","9900","102610","1016530271","9900000000","0","1000000","Bloomberg Multi Asset Target-date 2030 KRW Index","2495.07","0.00","0.00"
"0021E0","ACE TDF2050액티브","9855","35","0.36","9883.91","9845","9875","9835","112289","1106556498","9855000000","0","1000000","Bloomberg Multi Asset Target-date 2050 KRW Index","2869.83","0.00","0.00"
"225130","ACE 골드선물 레버리지(합성 H)","30160","65","0.22","30186.09","30155","30215","30095","2560","77219700","9048000000","0","300000","S&P GSCI GOLD Index Excess Return","189.93","-0.22","-0.12"
"483340","ACE 구글밸류체인액티브","9490","175","1.88","9526.68","9590","9590","9360","519547","4924233465","24199500000","0","2550000","KEDI 글로벌 AI 클라우드 지수","4117.23","0.00","0.00"
"365780","ACE 국고채10년","90900","60","0.07","90846.50","90770","90900","90665","6744","611987623","350328600000","0","3854000","KIS 10년 국고채 지수 (총수익)","16699.32","11.54","0.07"
"114460","ACE 국고채3년","103610","10","0.01","103593.67","103600","103610","103542","147","15223987","18649800000","0","180000","KTB INDEX(시장가격)","10444.79","-2.20","-0.02"
"494340","ACE 글로벌AI맞춤형반도체","9630","140","1.48","9647.88","9630","9655","9540","20695","199018150","14445000000","0","1500000","Solactive AI Custom Semiconductor Index(PR)","4489.57","0.00","0.00"
"411050","ACE 글로벌메타버스테크액티브","13260","310","2.39","13238.13","12950","13375","12950","384","5093340","18564000000","0","1400000","Bloomberg Global Digital Media & Tech Select Price Return Index","4862.02","-3.58","-0.07"
"446770","ACE 글로벌반도체TOP4 Plus SOLACTIVE","24865","205","0.83","25011.68","25020","25100","24785","34900","868582801","326974750000","0","13150000","Solactive Global Semiconductor TOP4 Plus Price Return Index","4432.27","111.97","2.59"
"435040","ACE 글로벌브랜드TOP10블룸버그","16155","10","0.06","16270.39","16130","16255","16130","941","15248887","12924000000","0","800000","Bloomberg Global Select Industry Leaders TOP10 Index(PR)","3989.16","0.00","0.00"
"497510","ACE 글로벌빅파마","11090","-35","-0.31","11153.40","11125","11125","11070","394","4372375","8872000000","0","800000","Solactive Global Big Pharma Index (Price Return)","1850.41","0.00","0.00"
"460960","ACE 글로벌인컴TOP10 SOLACTIVE","11180","70","0.63","11176.22","11125","11200","11125","57167","638493822","58695000000","0","5250000","Solactive Global Superior Income TOP 10 Price Return Index","762.96","0.00","0.00"
"414270","ACE 글로벌자율주행액티브","10775","150","1.41","10773.61","10645","10790","10645","304242","3270794383","52258750000","0","4850000","FactSet US-China Electric&Autonomous Vehicle Price Return Index","255.57","-0.52","-0.20"
"440640","ACE 단기채권알파액티브","109710","10","0.01","109703.15","109700","109715","109690","2011","220611530","56171520000","0","512000","KIS 단기채권알파AA-이상 총수익지수","119.25","0.00","0.00"
"190620","ACE 단기통안채","100970","-5","0.00","100972.23","100955","100985","100955","5786","584185499","97133140000","0","962000","KIS MSB 단기지수(총수익)","12727.16","0.99","0.01"
"494330","ACE 라이프자산주주가치액티브","10820","185","1.74","10830.66","10685","10820","10685","38470","413793605","22722000000","0","2100000","FnGuide 기업가치 지수(시장가격)","1592.00","17.62","1.12"
"265690","ACE 러시아MSCI(합성)","8535","0","0.00","48.48","0","0","0","0","0","15789750000","0","1850000","MSCI Russia 25% Capped Price Return Index",,,
"152500","ACE 레버리지","6695","255","3.96","6708.71","6555","6725","6555","23770","157915850","8703500000","0","1300000","코스피 200","348.19","7.39","2.17"
"483330","ACE 마이크로소프트밸류체인액티브","11005","240","2.23","11102.99","10975","11045","10975","711628","7851117649","28613000000","0","2600000","KEDI 글로벌생성형AI 지수","3678.26","0.00","0.00"
"291130","ACE 멕시코MSCI(합성)","13225","180","1.38","13350.70","13245","13290","13200","1743","23092279","11902500000","0","900000","MSCI MEXICO IMI 25/50 Price return Index","10752.00","0.00","0.00"
"452250","ACE 미국30년국채선물레버리지(합성 H)","5940","15","0.25","5937.62","5960","5960","5915","88134","522273610","84348000000","0","14200000","S&P Ultra T-Bond Futures Index(ER)","113.69","0.09","0.08"
"476760","ACE 미국30년국채액티브","10335","-35","-0.34","10307.24","10370","10375","10285","134805","1391731547","96115500000","0","9300000","Bloomberg U.S Treasury 20+ Year Total Return Index","586.75","0.00","0.00"
"453850","ACE 미국30년국채액티브(H)","8045","0","0.00","8031.93","8070","8070","8030","1885112","15158684091","1983092500000","0","246500000","Bloomberg U.S Treasury 20+ Year Total Return Index","586.75","0.00","0.00"
"476750","ACE 미국30년국채엔화노출액티브(H)","9635","-60","-0.62","9635.96","9685","9710","9595","127220","1226900155","105021500000","0","10900000","Bloomberg U.S. Treasury 20+ Year Total Return Index T1530 JPY Currency Hedged","114.57","0.00","0.00"
"480030","ACE 미국500데일리타겟커버드콜(합성)","10140","-30","-0.29","10223.55","10190","10200","10130","92510","939812158","148044000000","0","14600000","Bloomberg US 500 Large Cap Premium Decrement 15% Distribution Index","1047.24","0.00","0.00"
"280320","ACE 미국IT인터넷S&P(합성 H)","17805","190","1.08","17984.53","18445","18445","17805","2151","38348058","14244000000","0","800000","다우존스 인터넷 종합지수","1041.02","0.00","0.00"
"360200","ACE 미국S&P500","20385","90","0.44","20540.43","20455","20465","20375","1250146","25523060571","1889689500000","0","92700000","S&P 500","5638.94","0.00","0.00"
"438080","ACE 미국S&P500채권혼합액티브","12870","-35","-0.27","12864.81","12915","12915","12845","235836","3038494654","335907000000","0","26100000","S&P500 and Short-Term Treasury 30/70 Blend Index","186.77","0.00","0.00"
"309230","ACE 미국WideMoat동일가중","26130","-65","-0.25","26192.46","26300","27430","26105","21181","553994031","140056800000","0","5360000","MorningStar Wide Moat Focus Index","13582.74","0.00","0.00"
"367380","ACE 미국나스닥100","21635","100","0.46","21810.99","21720","21730","21620","680562","14750398342","1343533500000","0","62100000","NASDAQ 100","19704.64","0.00","0.00"
"438100","ACE 미국나스닥100채권혼합액티브","13325","-25","-0.19","13315.57","13375","13380","13295","84568","1127956462","202540000000","0","15200000","NASDAQ-100 US T-Bills 30/70 Index","1724.88","0.00","0.00"
"456880","ACE 미국달러SOFR금리(합성)","12025","-50","-0.41","12024.95","12055","12055","12000","29364","352946746","189153250000","0","15730000","Solactive SOFR Daily Total Return Index","1185.18","0.00","0.00"
"440650","ACE 미국달러단기채권액티브","11920","-40","-0.33","11914.52","11920","11950","11900","8096","96572075","16688000000","0","1400000","Bloomberg Short-Term Treasury Total Return Index","144.79","0.00","0.00"
"480040","ACE 미국반도체데일리타겟커버드콜(합성)","9190","85","0.93","9241.80","9170","9225","9170","28511","262139476","82710000000","0","9000000","Bloomberg US Listed Semiconductor Premium Decrement 15% Distribution Index","1175.58","0.00","0.00"
"402970","ACE 미국배당다우존스","12800","-25","-0.19","12865.47","12860","12860","12780","181684","2328583738","609280000000","0","47600000","Dow Jones U.S. Dividend 100 Price Return Index","5822.74","0.00","0.00"
"181480","ACE 미국부동산리츠(합성 H)","82450","1200","1.48","82633.75","81760","82535","81755","387","31720395","9894000000","0","120000","Dow Jones U.S. Real Estate Index","1751.05","0.00","0.00"
"480020","ACE 미국빅테크7+데일리타겟커버드콜(합성)","10355","-40","-0.38","10436.33","10450","10450","10340","94007","975134867","172928500000","0","16700000","Bloomberg US Big Tech Top 7 Plus Premium Decrement 15% Distribution Index","1617.28","0.00","0.00"
"465580","ACE 미국빅테크TOP7 Plus","16185","75","0.47","16316.69","16250","16350","16170","289359","4693086827","607746750000","0","37550000","Solactive US Big Tech Top 7 Plus Price Return Index","25480.83","0.00","0.00"
"465610","ACE 미국빅테크TOP7 Plus레버리지(합성)","22640","280","1.25","22902.71","23040","23040","22560","25444","579297185","81504000000","0","3600000","Solactive US Big Tech Top 7 Plus Price Return Index","25480.83","0.00","0.00"
"465620","ACE 미국빅테크TOP7 Plus인버스(합성)","11100","-130","-1.16","11019.06","11000","11115","11000","1495","16496310","2775000000","0","250000","Solactive US Big Tech Top 7 Plus Price Return Index","25480.83","0.00","0.00"
"473590","ACE 미국주식베스트셀러","15305","235","1.56","15430.53","15450","15450","15300","56975","874442859","71168250000","0","4650000","FnGuide 미국 주식 베스트셀러 지수(시장가격지수)","7689.53","0.00","0.00"
"0008E0","ACE 미국중심중소형제조업","8140","10","0.12","8223.67","8220","8220","8130","2790","22731302","24827000000","0","3050000","NYSE FactSet US Focus Manufacturing Index(Price Return)","215.76","0.00","0.00"
"391600","ACE 미국친환경그린테마INDXX","8530","90","1.07","8601.64","8605","8605","8520","484","4125835","12368500000","0","1450000","Indxx US Green Infrastructure Price return Index","2506.69","0.00","0.00"
"455660","ACE 미국하이일드액티브(H)","9980","30","0.30","9905.79","9960","9990","9960","65464","652679530","8982000000","0","900000","Markit iBoxx USD Liquid High Yield Total Return Index","366.07","0.00","0.00"
"245710","ACE 베트남VN30(합성)","22355","-45","-0.20","22557.60","22435","22640","22280","29437","658530990","241434000000","0","10800000","VN30 Index(PR)","1393.60","6.57","0.47"
"131890","ACE 삼성그룹동일가중","17435","135","0.78","17518.71","17330","17435","17330","350","6069370","8717500000","0","500000","MKF SAMs EW 지수","17122.34","327.18","1.95"
"108450","ACE 삼성그룹섹터가중","14060","325","2.37","14076.21","13910","14060","13895","805","11234820","39368000000","0","2800000","MKF SAMs SW","13803.69","342.83","2.55"
"316300","ACE 싱가포르리츠","13045","-65","-0.50","13105.27","13110","13110","12885","1306","16908125","6522500000","0","500000","Morningstar Singapore REIT Yield Focus Index(PR)","1213.51","-3.07","-0.25"
"277540","ACE 아시아TOP50S&P","18060","-65","-0.36","18204.85","18180","18305","17985","2326","42235590","15351000000","0","850000","S&P ASIA50 Price Return Index","5092.33","43.22","0.86"
"483420","ACE 애플밸류체인액티브","9655","60","0.63","9713.05","9755","9755","9645","12426","120259567","10137750000","0","1050000","Bloomberg Top 30 Supply Chain Plus Apple Price Return Index","2600.19","0.00","0.00"
"483320","ACE 엔비디아밸류체인액티브","8075","170","2.15","8033.65","8015","8180","8015","1628563","13132916823","146965000000","0","18200000","KEDI 글로벌AI반도체 지수","4305.04","0.00","0.00"
"448540","ACE 엔비디아채권혼합블룸버그","21555","115","0.54","21586.69","21630","21630","21510","97032","2092438293","163818000000","0","7600000","Bloomberg Blended NVIDIA Equity and Korean Bond Index","8004.70","0.00","0.00"
"433500","ACE 원자력테마딥서치","19885","-215","-1.07","19966.74","20270","20275","19690","15450","308432210","21873500000","0","1100000","DeepSearch 원자력테마 지수 (시장가격지수)","1975.91","-11.51","-0.58"
"256440","ACE 인도네시아MSCI(합성)","8485","-130","-1.51","8424.81","8590","8615","8455","33110","281460107","28000500000","0","3300000","MSCI Indonesia Index","5886.20","-35.51","-0.60"
"487920","ACE 인도시장대표BIG5그룹액티브","8145","-30","-0.37","8160.47","8195","8195","8110","4078","33199280","10181250000","0","1250000","Indxx India Big 5 Conglomerates Index (Price Return)","3942.89","0.00","0.00"
"487910","ACE 인도컨슈머파워액티브","8885","80","0.91","8908.68","8850","8905","8750","16546","145901192","49311750000","0","5550000","Indxx India Super Consumption Index (Price Return)","2915.57","0.00","0.00"
"145670","ACE 인버스","5490","-105","-1.88","5486.61","5595","5595","5480","5031","27660899","2745000000","0","500000","코스피 200 선물지수","1714.56","30.20","1.79"
"497520","ACE 일라이릴리밸류체인","10495","25","0.24","10595.49","10470","10585","10470","348","3655050","8396000000","0","800000","Solactive Eli Lilly Value Chain Index(PR)","2655.73","0.00","0.00"
"238720","ACE 일본Nikkei225(H)","26560","175","0.66","26584.14","26625","26695","26545","4453","118545890","21248000000","0","800000","Nikkei 225","37396.52","343.42","0.93"
"196030","ACE 일본TOPIX레버리지(H)","41850","1000","2.45","42096.50","41560","42105","41560","255","10665750","20925000000","0","500000","TOPIX","2748.12","32.27","1.19"
"205720","ACE 일본TOPIX인버스(합성 H)","2425","-35","-1.42","2445.92","2445","2445","2425","87906","213691332","8002500000","0","3300000","TOPIX","2748.12","32.27","1.19"
"469160","ACE 일본반도체","11475","195","1.73","11462.91","11265","11520","11265","254","2904735","14917500000","0","1300000","Bloomberg Japan Semiconductor Select Top 25 Index(Price Return)","3032.24","50.21","1.68"
"0021C0","ACE 장기자산배분액티브","9810","25","0.26","9849.84","9805","9837","9805","86622","851239830","9810000000","0","1000000","Bloomberg Multi Asset Target-date 2080 KRW Index","3211.08","0.00","0.00"
"356540","ACE 종합채권(AA-이상)KIS액티브","107845","140","0.13","107821.16","107790","107865","107715","1760","189701000","763326910000","0","7078000","KIS 종합채권 AA-이상 총수익 지수(Total return Index)","120.70","0.00","0.00"
"447430","ACE 주주환원가치주액티브","14240","45","0.32","14310.71","14340","14340","14140","40057","568880645","27768000000","0","1950000","FnGuide 올라운드 가치주 지수","834.69","4.14","0.50"
"416090","ACE 중국과창판STAR50","8605","35","0.41","8491.39","8655","8770","8570","8639","75104305","7744500000","0","900000","STAR 50 Index(Price Return)","1083.64","-4.47","-0.41"
"168580","ACE 중국본토CSI300","29160","65","0.22","29172.04","29350","29400","29025","5168","150874872","115473600000","0","3960000","CSI 300 Index","0.00","-4006.56","-100.00"
"219900","ACE 중국본토CSI300레버리지(합성)","3400","-35","-1.02","3435.30","3445","3495","3375","37258","127655395","6800000000","0","2000000","CSI 300 Index","0.00","-4006.56","-100.00"
"272910","ACE 중장기국공채액티브","107535","-90","-0.08","107590.04","107630","107630","107470","1243","133657965","55703130000","0","518000","KIS 종합채권국공채1-10Y지수","154.46","0.00","0.00"
"371870","ACE 차이나항셍테크","9205","-45","-0.49","9198.29","9260","9445","9140","53446","494894373","13807500000","0","1500000","Hang Seng TECH Index","5882.69","1.91","0.03"
"496120","ACE 코리아밸류업","10465","135","1.31","10513.92","10430","10480","10430","324","3390130","24069500000","0","2300000","코리아 밸류업 지수","1039.47","20.53","2.01"
"354500","ACE 코스닥150","12605","280","2.27","12672.36","12395","12605","12320","5705","70722712","22689000000","0","1800000","코스닥 150","1256.74","31.62","2.58"
"305050","ACE 코스피","27200","405","1.51","27265.51","27045","27235","27045","2799","76037275","8160000000","0","300000","코스피","2610.69","44.33","1.73"
"457480","ACE 테슬라밸류체인액티브","12760","140","1.11","12623.54","12810","12895","12595","2190918","27791117656","831314000000","0","65150000","Bloomberg EV Supporters Plus Tesla Price Return Index","5759.74","0.00","0.00"
"469170","ACE 포스코그룹포커스","5205","-35","-0.67","5209.95","5265","5325","5170","2026584","10634095474","61419000000","0","11800000","FnGuide 포스코그룹포커스 지수(시장가격)","2604.43","-23.84","-0.91"
"261920","ACE 필리핀MSCI(합성)","14025","-200","-1.41","14104.36","14275","14275","14025","330","4692102","5610000000","0","400000","MSCI Philippines IMI Index","1556.80","1.52","0.10"
"495710","BNK 26-06 특수채(AAA이상)액티브","50505","-10","-0.02","50485.71","50505","50505","50505","1","50505","106767570000","0","2114000","KAP 26-06 특수채 총수익 지수(AAA이상)","105.08","0.00","0.00"
"466810","BNK 2차전지양극재","4975","-30","-0.60","4967.21","5000","5040","4940","14825","73798890","4726250000","0","950000","iSelect 2차전지양극재 지수","3860.45","-22.76","-0.59"
"457930","BNK 미래전략기술액티브","11680","205","1.79","11662.29","11520","11680","11520","28","323520","8176000000","0","700000","iSelect 미래전략기술 지수 (PR)","2658.12","48.23","1.85"
"487750","BNK 온디바이스AI","7930","165","2.12","7936.32","7885","7965","7815","1425","11278404","4361500000","0","550000","FnGuide 온디바이스AI 지수","2135.26","43.76","2.09"
"445690","BNK 주주가치액티브","14270","190","1.35","14244.69","14100","14270","14100","230","3264320","15697000000","0","1100000","FnGuide 주주가치 지수","2099.05","20.88","1.00"
"486240","DAISHIN343 AI반도체&인프라액티브","8375","195","2.38","8401.21","8370","8410","8365","1294","10869334","25962500000","0","3100000","FnGuide AI반도체&인프라 지수","2974.54","67.53","2.32"
"434960","DAISHIN343 K200","35420","655","1.88","35541.47","35330","35460","35330","78","2762822","33649000000","0","950000","코스피 200","348.19","7.39","2.17"
"448570","FOCUS AI코리아액티브","12860","225","1.78","12900.54","12875","12875","12860","1001","12872875","25077000000","0","1950000","코스피","2610.69","44.33","1.73"
"285690","FOCUS ESG리더스","11270","20","0.18","11331.69","11300","11300","11270","20","225700","10143000000","0","900000","KRX ESG Leaders 150","1740.08","14.86","0.86"
"292730","FOCUS KRX300","17060","390","2.34","17095.23","17060","17060","17060","1","17060","6824000000","0","400000","KRX 300","1611.69","34.75","2.20"
"293180","HANARO 200","35150","670","1.94","35265.94","34680","35195","34680","65371","2296287130","388407500000","0","11050000","코스피 200","348.19","7.39","2.17"
"407310","HANARO 200 TOP10","8130","105","1.31","8144.56","8135","8155","8100","362","2937570","12195000000","0","1500000","코스피 200 Top 10 지수","1259.70","12.97","1.04"
"332930","HANARO 200TR","44870","895","2.04","45003.99","44480","44950","44480","9762","436606585","96470500000","0","2150000","코스피 200 TR","450.92","9.60","2.18"
"304780","HANARO 200선물레버리지","18255","695","3.96","18246.88","18000","18295","17995","1323","24100710","34684500000","0","1900000","코스피 200 선물지수","1714.56","30.20","1.79"
"486780","HANARO 200선물레버리지1.5X","12095","305","2.59","12183.97","12025","12130","12025","131","1583195","4596100000","0","380000","코스피 200 선물지수","1714.56","30.20","1.79"
"306520","HANARO 200선물인버스","10175","-200","-1.93","10193.79","10365","10365","10175","373","3811690","5087500000","0","500000","코스피 200 선물지수","1714.56","30.20","1.79"
"489570","HANARO 25-12 은행채(AA+이상)액티브","10155","0","0.00","10162.72","10155","10165","10155","896","9099080","61437750000","0","6050000","KIS 은행채2512만기형 지수","105.26","0.00","0.00"
"448490","HANARO 32-10 국고채액티브","57485","20","0.03","57478.43","57430","57485","57340","3711","213079000","44033510000","0","766000","KAP 32-10 국고채 10년 총수익지수","113.81","0.00","0.00"
"454320","HANARO CAPEX설비투자iSelect","16175","40","0.25","16202.70","16350","16350","16105","21078","342252630","49333750000","0","3050000","iSelect CAPEX 설비투자 지수(시장가격)","2342.57","0.14","0.01"
"471290","HANARO CD금리액티브(합성)","104590","10","0.01","104578.04","104595","104605","104590","1130","118192020","12027850000","0","115000","iSelect CD Index(총수익)","11674.86","0.00","0.00"
"395290","HANARO Fn K-POP&미디어","7705","100","1.31","7692.63","7610","7755","7520","133926","1024847775","59713750000","0","7750000","FnGuide K-POP & 미디어 지수","731.74","9.13","1.26"
"395280","HANARO Fn K-게임","3915","30","0.77","3917.25","3910","3915","3890","7537","29458200","11745000000","0","3000000","FnGuide K-게임 지수","754.94","2.31","0.31"
"368190","HANARO Fn K-뉴딜디지털플러스","7525","55","0.74","7570.24","7470","7540","7455","15943","119100145","34615000000","0","4600000","FnGuide K-뉴딜 디지털 플러스 지수","1822.75","27.20","1.51"
"402460","HANARO Fn K-메타버스MZ","7040","50","0.72","7072.13","7035","7045","7025","540","3802965","4928000000","0","700000","FnGuide K-메타버스 MZ 지수(시장가격)","1130.50","14.95","1.34"
"395270","HANARO Fn K-반도체","10375","310","3.08","10355.51","10205","10410","10205","318672","3295141420","216318750000","0","20850000","FnGuide K-반도체 지수","3076.92","78.19","2.61"
"438900","HANARO Fn K-푸드","11555","105","0.92","11585.68","11510","11565","11395","61065","700866245","17332500000","0","1500000","FnGuide K-푸드 지수 (시장가격)","882.28","10.66","1.22"
"367740","HANARO Fn5G산업","12755","130","1.03","12761.13","12765","12820","12755","255","3259995","6377500000","0","500000","FnGuide 5G 산업 지수","2156.74","23.79","1.12"
"407300","HANARO Fn골프테마","5995","70","1.18","5997.24","6015","6015","5990","164","982825","2398000000","0","400000","FnGuide 골프 테마 지수","626.16","4.19","0.67"
"381560","HANARO Fn전기&수소차","7215","-35","-0.48","7228.58","7235","7300","7195","2107","15202900","16594500000","0","2300000","FnGuide 전기&수소차 지수 (시장가격)","1636.63","-4.09","-0.25"
"441540","HANARO Fn조선해운","19050","370","1.98","19127.59","18665","19190","18600","92849","1761584793","69532500000","0","3650000","FnGuide 조선해운지수","3125.68","71.99","2.36"
"381570","HANARO Fn친환경에너지","6400","-25","-0.39","6389.39","6425","6460","6375","441","2822290","4480000000","0","700000","FnGuide 친환경에너지 지수 (시장가격)","1235.92","-3.71","-0.30"
"473380","HANARO K-메디테크","9475","-25","-0.26","9493.28","9580","9580","9365","1077","10169360","2842500000","0","300000","iSelect K-메디테크 지수(PR)","1995.09","-5.21","-0.26"
"479850","HANARO K-뷰티","11840","-70","-0.59","11888.72","12025","12025","11810","23599","280265205","11840000000","0","1000000","FnGuide K-뷰티 지수","467.89","0.26","0.06"
"346000","HANARO KAP초장기국고채","41640","75","0.18","41624.40","41565","41640","41520","258","10727635","5746320000","0","138000","KAP 초장기 국고채 지수(총수익)","14261.42","5.38","0.04"
"453060","HANARO KOFR금리액티브(합성)","107265","-10","-0.01","107266.99","107280","107280","107265","53","5685465","11799150000","0","110000","KOFR 지수","1152.87","0.26","0.02"
"304760","HANARO KRX300","16270","300","1.88","16318.48","16175","16270","16175","70","1137530","6508000000","0","400000","KRX 300","1611.69","34.75","2.20"
"332940","HANARO MSCI Korea TR","14690","425","2.98","14677.29","14515","14690","14515","300","4384800","33787000000","0","2300000","MSCI Korea TR Index","1480.96","35.09","2.43"
"322400","HANARO e커머스","10170","45","0.44","10179.63","10170","10170","10075","1665","16817275","44748000000","0","4400000","FnGuide E커머스 지수","1731.56","6.63","0.38"
"322410","HANARO 고배당","13875","70","0.51","13927.61","13875","13875","13810","2366","32731295","7631250000","0","550000","FnGuide 고배당 알파 지수","2045.02","22.15","1.09"
"473640","HANARO 글로벌금채굴기업","16225","75","0.46","16327.80","16150","16265","16105","6659","107827198","8112500000","0","500000","NYSE Arca Gold Miners Index (Price Return)","336.84","0.00","0.00"
"354350","HANARO 글로벌럭셔리S&P(합성)","19320","-80","-0.41","19444.47","19025","19540","19025","1312","25173666","20672400000","0","1070000","S&P Global Luxury Index","4080.05","0.00","0.00"
"464060","HANARO 글로벌반도체TOP10 SOLACTIVE","15875","275","1.76","16037.96","15950","16000","15875","1753","28001165","7937500000","0","500000","Solactive Semiconductor Top 10 Index PR","5569.08","0.00","0.00"
"432850","HANARO 글로벌백신치료제MSCI","11815","-245","-2.03","11993.40","11965","11965","11815","447","5305985","1772250000","0","150000","MSCI World IMI Virology Select Index","1854.15","0.00","0.00"
"461340","HANARO 글로벌생성형AI액티브","17860","230","1.30","17943.87","17650","17915","17650","10770","192240105","28576000000","0","1600000","Solactive United States Technology 100 Index(Price Return)","12042.05","0.00","0.00"
